ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,MISSION_DATE,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE
"
1452",517,268-51,19th Bomb Group,8/21/51,B-29,1,1,,,,Unknown target,,CT 8595,52SCH8595,38.79626N, 127.67574E,,,8,500 GP,Radar,,,Close support,17500,,,VD 1 - 144 hours,,4000,EXETER
"
1453",517,268-51,19th Bomb Group,8/21/51,B-29,1,,,,Hungsu-ri,Marshalling yard,,BT 4060,52SBH4060,38.45044N, 126.02062E,,,13,500 GP,Shoran radar,,,Interdiction,17500,,,,0.01,6500,EXETER
"
1454",517,268-51,19th Bomb Group,8/21/51,B-29,1,1,,,Hungsu-ri,Marshalling yard,,BT 4060,52SBH4060,38.45044N, 126.02062E,,,13,500 GP,Shoran radar,,,Interdiction,20000,,,,0.01,6500,EXETER
"
1455",517,268-51,19th Bomb Group,8/21/51,B-29,1,,,,,Unknown target,,CT 8595,52SCH8595,38.79626N, 127.67574E,,,30,500 GP,Radar,,,Close support,17500,,,,0.1,15000,EXETER
"
1456",517,268-51,91st Strategic Recon Sq,8/21/51,B-29,1,,,,"""Accomplished visual, photo, and radar reconnaissance of route Yoke west of the special mission. Aircraft employed K-17-C type camera with a 24 inch cone.""",,,,,,,,,,,,,,Recon,4500,,Excellent results.,,,,EXETER
"
1457",518,269-51,98th Bomb Wing,8/22/51,B-29,1,1,,,Kowon,Marshalling yard,,CU 4966,52SCJ4966,39.43032N, 127.24556E,,,1,500 GP,Shoran radar,,220921K,Interdiction,21000,,,VD 1 - 144 hours,,500,EXETER
"
1458",518,269-51,98th Bomb Wing,8/22/51,B-29,1,1,,,Wonsan,Supply center,,CU 6233,52SCJ6233,39.13526N, 127.40331E,,,1,500 GP,Radar,,221016K,Interdiction,20700,,,VD 1 - 144 hours,,500,EXETER
"
1459",518,269-51,98th Bomb Wing,8/22/51,B-29,1,,,,Kowon,Marshalling yard,,CU 4966,52SCJ4966,39.43032N, 127.24556E,,,13,500 GP,Shoran radar,,220921K,Interdiction,21000,,,0.01,0.01,6500,EXETER
"
1460",518,269-51,98th Bomb Wing,8/22/51,B-29,1,1,,,Wonsan,Supply center,,CU 6233,52SCJ6233,39.13526N, 127.40331E,,,14,500 GP,Radar,,221016K,Interdiction,20700,,,0.01,0.01,7000,EXETER
"
1461",518,269-51,98th Bomb Wing,8/22/51,B-29,1,1,,,Hoeyang,Supply center,,CT 8292,52SCH8292,38.76883N, 127.64172E,,,18,500 GP,Radar,,,Interdiction,17500,,,0.01,0.01,9000,EXETER
"
1462",518,269-51,98th Bomb Wing,8/22/51,B-29,1,,,,Hoeyang,Supply center,,CT 8292,52SCH8292,38.76883N, 127.64172E,,,19,500 GP,Radar,,,Interdiction,17500,,,Instantaneous,Non-delay,9500,EXETER
"
1463",518,269-51,98th Bomb Wing,8/22/51,B-29,2,1,,,,Troop and supply concentration,,DT 0636,52SDH0636,38.26713N, 127.92546E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1464",518,269-51,98th Bomb Wing,8/22/51,B-29,2,1,,,,Troop and supply concentration,,DT 1438,52SDH1438,38.28595N, 128.01665E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1465",518,269-51,98th Bomb Wing,8/22/51,B-29,8,1,,,Sunchon,Marshalling yard,,YD 5366,51SYD5366,39.40643N, 125.93839E,,,30,500 GP,Shoran radar,,,Interdiction,20000 - 21300,,Good results. Bomb pattern hit 400 ft short of the desired MPI and walked through the target area.,VD 1 - 144 hours,,15000,EXETER
"
1466",518,269-51,98th Bomb Wing,8/22/51,B-29,2,,,,,Troop and supply concentration,,DT 0835,52SDH0835,38.25832N, 127.94845E,,,40,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,20000,EXETER
"
1467",518,269-51,98th Bomb Wing,8/22/51,B-29,8,,,,Sunchon,Marshalling yard,,YD 5366,51SYD5366,39.40643N, 125.93839E,,,275,500 GP,Shoran radar,,,Interdiction,20000 - 21300,,Good results. Bomb pattern hit 400 ft short of the desired MPI and walked through the target area.,0.01,0.01,137500,EXETER
"
1468",518,269-51,98th Bomb Wing,8/22/51,B-29,1,,,,Kyomipo,Supply center,,YC 2891,51SYC2891,38.73827N, 125.62321E,,,Unknown,500 GP,Radar,,,Interdiction,22000,,,,,,EXETER
"
1469",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,Paup,Marshalling yard,,BU 9743,52SBJ9743,39.21257N, 126.64875E,,,29,100 GP,Shoran radar,,230200Z,Interdiction,18500 - 20000,,,VD 1 - 144 hours,,2900,EXETER
"
1470",519,270-51,19th Bomb Group,8/23/51,B-29,1,1,,,Samdong-ni,Marshalling yard,,BU 6358,52SBJ6358,39.33897N, 126.25006E,,,29,100 GP,Shoran radar,,,Interdiction,22200,,,VD 1 - 144 hours,,2900,EXETER
"
1471",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,Paup,Marshalling yard,,BU 9743,52SBJ9743,39.21257N, 126.64875E,,,115,100 GP,Shoran radar,,230200Z,Interdiction,18500 - 20000,,,,0.01,11500,EXETER
"
1472",519,270-51,19th Bomb Group,8/23/51,B-29,1,,,,Samdong-ni,Marshalling yard,,BU 6358,52SBJ6358,39.33897N, 126.25006E,,,115,100 GP,Shoran radar,,,Interdiction,22200,,,,0.01,11500,EXETER
"
1473",519,270-51,19th Bomb Group,8/23/51,B-29,1,1,,,,Jettisoned,,,,,,2718N,12732E,144,100 GP,,,,,,,1 aircraft was forced to abort after take-off due to internal failure of number 2 engine. ,,,14400,EXETER
"
1474",519,270-51,19th Bomb Group,8/23/51,B-29,9,1,,,Chinnampo,Supply center,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,258,100 GP,Radar,,,Interdiction,16000 - 25000,,1 aircraft was forced to abort after take-off due to internal failure of number 2 engine. ,VD 1 - 144 hours,,25700,EXETER
"
1475",519,270-51,19th Bomb Group,8/23/51,B-29,10,,1,,Chinnampo,Supply center,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,1035,100 GP,Radar,,,Interdiction,16000 - 25000,,1 aircraft was forced to abort after take-off due to internal failure of number 2 engine. ,,0.01,103500,EXETER
"
1476",519,270-51,98th Bomb Wing,8/23/51,B-29,1,1,,,Kowon,Marshalling yard,,CU 4966,52SCJ4966,39.43032N, 127.24556E,,,2,500 GP,Shoran radar,,,Interdiction,21000,,,0.01,VD 1 - 144 hours,1000,EXETER
"
1477",519,270-51,98th Bomb Wing,8/23/51,B-29,1,1,,,Hungnam,,,CV 8409,52SCK8409,39.82308N, 127.64456E,,,2,500 GP,Radar,,,Interdiction,16000,,,0.01,VD 1 - 144 hours,1000,EXETER
"
1478",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,Paup,Marshalling yard,,BU 9743,52SBJ9743,39.21257N, 126.64875E,,,3,500 GP,Shoran radar,,230200Z,Interdiction,18500 - 20000,,,VD 1 - 144 hours,,1500,EXETER
"
1479",519,270-51,98th Bomb Wing,8/23/51,B-29,1,,,,Kowon,Marshalling yard,,CU 4966,52SCJ4966,39.43032N, 127.24556E,,,18,500 GP,Shoran radar,,,Interdiction,21000,,,0.01,0.01,9000,EXETER
"
1480",519,270-51,98th Bomb Wing,8/23/51,B-29,1,,,,Hungnam,,,CV 8409,52SCK8409,39.82308N, 127.64456E,,,18,500 GP,Radar,,,Interdiction,16000,,,0.01,0.01,9000,EXETER
"
1481",519,270-51,19th Bomb Group,8/23/51,B-29,1,,,,,Supply area,,CT 3755,52SCH3755,38.42840N, 127.13261E,,,20,500 GP,Radar,,,Close support,18500,,Ground controller reported bomb pattern hit 70 yards to the right of the supply area.,Instantaneous,Non-delay,10000,EXETER
"
1482",519,270-51,19th Bomb Group,8/23/51,B-29,1,1,,,,Supply area,,CT 3755,52SCH3755,38.42840N, 127.13261E,,,20,500 GP,Radar,,,Close support,18500,,Ground controller reported bomb pattern hit 70 yards to the right of the supply area.,0.1,0.1,10000,EXETER
"
1483",519,270-51,19th Bomb Group,8/23/51,B-29,1,,,,,Supply area,,CT 2229,52SCH2229,38.19136N, 126.96741E,,,20,500 GP,,,,Close support,17500,,Ground controller reported excellent results.,Instantaneous,Non-delay,10000,EXETER
"
1484",519,270-51,19th Bomb Group,8/23/51,B-29,1,1,,,,Supply area,,CT 2229,52SCH2229,38.19136N, 126.96741E,,,20,500 GP,,,,Close support,17500,,Ground controller reported excellent results.,0.1,0.1,10000,EXETER
"
1485",519,270-51,19th Bomb Group,8/23/51,B-29,3,,1,,,Troop concentration,,DT 0634,52SDH0634,38.24911N, 127.92572E,,,20,500 GP,Radar,,,Close support,17500,,1 aircraft forced to abort after take-off due to internal failure in the number 2 engine.,VT,Non-delay,10000,EXETER
"
1486",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,,Troop concentration,,DT 0437,52SDH0437,38.27593N, 127.90246E,,,20,500 GP,Radar,,,Close support,17500,,,VT,Non-delay,10000,EXETER
"
1487",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,,Troop concentration,,CT 0635,52SCH0635,38.24209N, 126.78319E,,,20,500 GP,Radar,,,Close support,17500,,,VT,Non-delay,10000,EXETER
"
1488",519,270-51,19th Bomb Group,8/23/51,B-29,2,1,,,,Troop concentration,,CT 8047,52SCH8047,38.36314N, 127.62645E,,,20,500 GP,Radar,,,Close support,17500,,,VT,Non-delay,10000,EXETER
"
1489",519,270-51,19th Bomb Group,8/23/51,B-29,2,,,,Paup,Marshalling yard,,BU 9743,52SBJ9743,39.21257N, 126.64875E,,,29,500 GP,Shoran radar,,230200Z,Interdiction,18500 - 20000,,,0.01,0.01,14500,EXETER
"
1490",519,270-51,19th Bomb Group,8/23/51,B-29,1,1,,,,Jettisoned,,,,,,2714N,12735E,40,500 GP,,,,Close support,,,1 aircraft forced to abort after take-off due to internal failure in the number 2 engine.,,,20000,EXETER
"
1491",519,270-51,91st Strategic Recon Sq,8/23/51,,1,,,,"""Accomplished visual, photo, and radar reconnaissance of route Yoke three of the special mission. Aircraft employed O-15 and K-17 (24 inch cone) type cameras.""",,,,,,,,,,,,,,Recon,5700,,Estimated as good results.,,,,EXETER
"
1492",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Jettisoned,,,,,,,,1,500 GP,,,,,,,Jettisoned due to bomb release malfunction.,VD 1 - 144 hours,,500,EXETER
"
1493",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,Namchonjom,Marshalling yard,,BT 7345,52SBH7345,38.32440N, 126.40323E,,,3,500 GP,Visual,,Unknown,Interdiction,10800,,1 aircraft diverted from main force to secondary target due to engine trouble leading to the loss of an engine.,VD 1 - 144 hours,,1500,EXETER
"
1494",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Jettisoned,,,,,,,,3,500 GP,,,,,,,Jettisoned due to loss of altitude through flak damage.,VD 1 - 144 hours,,1500,EXETER
"
1495",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Returned,,,,,,,,4,500 GP,,,,,,,,,,2000,EXETER
"
1496",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Jettisoned,,,,,,,,8,500 GP,,,,,,,Jettisoned due to bomb release malfunction.,0.01,0.01,4000,EXETER
"
1497",520,271-51,307th Bomb Wing,8/24/51,B-29,4,1,,,Sinanju,Marshalling yard,,YD 2486,51SYD2486,39.59447N, 125.60865E,,,12,500 GP,Visual,,241900K,Interdiction,20100 - 20400,,Crew reported good results. Bomb pattern walked across the yard. ,VD 1 - 144 hours,,6000,EXETER
"
1498",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Salvoed,,,,,,3601N,12736E,12,500 GP,,,,,,,1 aircraft aborted due to engine failure and salvoed it's bomb load.,VD 1 - 144 hours,,6000,EXETER
"
1499",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Salvoed,,,,,,3601N,12736E,13,500 GP,,,,,,,1 aircraft aborted due to engine failure and salvoed it's bomb load.,0.01,0.01,6500,EXETER
"
1500",520,271-51,307th Bomb Wing,8/24/51,B-29,1,,,,Obong-ni,Troop concentration,,BT 5510,52SBH5510,38.00460N, 126.20958E,,,13,500 GP,Radar,,241226K,Close support,18700,,Bomb pattern hit 250 yards to the right of the target.,Instantaneous,Non-delay,6500,EXETER
"
1501",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,Obong-ni,Troop concentration,,BT 5510,52SBH5510,38.00460N, 126.20958E,,,13,500 GP,Radar,,241226K,Close support,18700,,Bomb pattern hit 250 yards to the right of the target.,0.1,0.1,6500,EXETER
"
1502",520,271-51,307th Bomb Wing,8/24/51,B-29,1,,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,13,500 GP,Visual,,241300K,Interdiction,17500,,,Instantaneous,Non-delay,6500,EXETER
"
1503",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,13,500 GP,Visual,,241300K,Interdiction,17500,,,0.1,0.1,6500,EXETER
"
1504",520,271-51,307th Bomb Wing,8/24/51,B-29,6,1,,,Maengjung-dong,Marshalling yard,,YD 2391,51SYD2391,39.63973N, 125.59870E,,,20,500 GP,Visual,,241858K,Interdiction,20300 - 21600,,Bomb pattern hit slightly to the right of the marshalling yard causing secondary explosions of moderate size in the built-up area.,VD 1 - 144 hours,,10000,EXETER
"
1505",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,,Jettisoned,,,,,,,,31,500 GP,,,,,,,Jettisoned due to loss of altitude through flak damage.,0.01,0.01,15500,EXETER
"
1506",520,271-51,307th Bomb Wing,8/24/51,B-29,1,1,,,Namchonjom,Marshalling yard,,BT 7345,52SBH7345,38.32440N, 126.40323E,,,33,500 GP,Visual,,Unknown,Interdiction,10800,,1 aircraft diverted from main force to secondary target due to engine trouble leading to the loss of an engine.,0.01,0.01,16500,EXETER
"
1507",520,271-51,307th Bomb Wing,8/24/51,B-29,6,,1,1,Sinanju,Marshalling yard,,YD 2486,51SYD2486,39.59447N, 125.60865E,,,111,500 GP,Visual,,241900K,Interdiction,20100 - 20400,,Crew reported good results. Bomb pattern walked across the yard. 1 aircraft diverted from main force to secondary target due to engine trouble leading to the loss of an engine. 1 bomber hit by flak and cound not maintain altitude. Escort craft observed 11 parachutes 11 miles west of Sunan.,0.01,0.01,55500,EXETER
"
1508",520,271-51,307th Bomb Wing,8/24/51,B-29,7,,1,,Maengjung-dong,Marshalling yard,,YD 2391,51SYD2391,39.63973N, 125.59870E,,,177,500 GP,Visual,,241858K,Interdiction,20300 - 21600,,Bomb pattern hit slightly to the right of the marshalling yard causing secondary explosions of moderate size in the built-up area. 1 aircraft aborted due to engine failure and salvoed it's bomb load.,0.01,0.01,88500,EXETER
"
1509",520,271-51,91st Strategic Recon Sq,8/24/51,B-29,1,,,"""Accomplished visual, photo, and radar reconnaissance of route Yoke three of the special mission. Aircraft employed O-15 type camera.""",,,,,,,,,,,,,,,Recon,5000 - 8000,,Poor results.,,,,EXETER
"
1510",521,273-51,307th Bomb Wing,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,2,100 GP,,,,,,,,VD 1 - 144 hours,,200,EXETER
"
1511",521,273-51,307th Bomb Wing,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,10,100 GP,,,,,,,,,0.01,1000,EXETER
"
1512",521,273-51,19th Bomb Group,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,30,100 GP,,,,,,,,VD 1 - 144 hours,,3000,EXETER
"
1513",521,273-51,19th Bomb Group,8/25/51,B-29,2,1,,,Wonsan,Supply center,,CU 6535,52SCJ6535,39.15374N, 127.43761E,,,58,100 GP,Visual,,,Interdiction,16000 - 17000,,2 aircraft lost engines due to internal failure and were forced to divert to last resort target.,VD 1 - 144 hours,,5800,EXETER
"
1514",521,273-51,19th Bomb Group,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,121,100 GP,,,,,,,,,0.01,12100,EXETER
"
1515",521,273-51,307th Bomb Wing,8/25/51,B-29,8,1,,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,226,100 GP,Visual,,251311K,Attack on Rashin,18000 - 19200,,"""Crews observed 4 sizeable secondary explosions of red-orange color in the yard and a ball of reddish-brown smoke following the explosions. The bomb pattern of the first flight walked across the yard from south-west to north-east, while the bombs of the second flight formed a large circle east of the yards.""",VD 1 - 144 hours,,22600,EXETER
"
1516",521,273-51,19th Bomb Group,8/25/51,B-29,2,1,,,Wonsan,Supply center,,CU 6535,52SCJ6535,39.15374N, 127.43761E,,,230,100 GP,Visual,,,Interdiction,16000 - 17000,,The attack on the supply center at Wonsan was conducted with poor results as each bomb pattern hit at least 5000 ft short of the target area. 2 aircraft lost engines due to internal failure and were forced to divert to last resort target.,,0.01,23000,EXETER
"
1517",521,273-51,19th Bomb Group,8/25/51,B-29,13,1,,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,344,100 GP,Visual,,,Attack on Rashin,16000 - 17000,,Excellent results. Bomb pattern walked through the briefed MPI's. Several secondary explosions were observed in the target area. The yards appeared to be full of rolling stock prior to attack. 2 aircraft lost engines due to internal failure and were forced to divert to last resort target.,VD 1 - 144 hours,,34400,EXETER
"
1518",521,273-51,307th Bomb Wing,8/25/51,B-29,8,,,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,902,100 GP,Visual,,251311K,Attack on Rashin,18000 - 19200,,"""Crews observed 4 sizeable secondary explosions of red-orange color in the yard and a ball of reddish-brown smoke following the explosions. The bomb pattern of the first flight walked across the yard from south-west to north-east, while the bombs of the second flight formed a large circle east of the yards.""",,0.01,90200,EXETER
"
1519",521,273-51,19th Bomb Group,8/25/51,B-29,15,,2,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,1375,100 GP,Visual,,,Attack on Rashin,16000 - 17000,,Excellent results. Bomb pattern walked through the briefed MPI's. Several secondary explosions were observed in the target area. The yards appeared to be full of rolling stock prior to attack. 2 aircraft lost engines due to internal failure and were forced to divert to last resort target.,,0.01,137500,EXETER
"
1520",521,273-51,98th Bomb Wing,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,1,500 GP,,,,,,,,VD 1 - 144 hours,,500,EXETER
"
1521",521,273-51,98th Bomb Wing,8/25/51,B-29,1,1,,,,Jettisoned,,,,,,,,13,500 GP,,,,,,,,0.01,0.01,6500,EXETER
"
1522",521,273-51,98th Bomb Wing,8/25/51,B-29,3,1,,,,Troop concentration,,DT 2551,52SDH2551,38.40409N, 128.14103E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1523",521,273-51,98th Bomb Wing,8/25/51,B-29,3,1,,,,Troop concentration,,DT 1339,52SDH1339,38.29487N, 128.00510E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1524",521,273-51,98th Bomb Wing,8/25/51,B-29,3,1,,,,Troop concentration,,CT 9146,52SCH9146,38.35554N, 127.75248E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1525",521,273-51,98th Bomb Wing,8/25/51,B-29,3,1,,,,Troop concentration,,CT 6456,52SCH6456,38.44193N, 127.44162E,,,20,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,10000,EXETER
"
1526",521,273-51,98th Bomb Wing,8/25/51,B-29,3,,,,,Troop concentration,,DT 0336,52SDH0336,38.26681N, 127.89117E,,,40,500 GP,Radar,,,Close support,17500 - 18500,,,VT,Non-delay,20000,EXETER
"
1527",521,273-51,98th Bomb Wing,8/25/51,B-29,14,1,,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,54,500 GP,Visual,,,Attack on Rashin,17300 - 20000,,Excellent results. The marshalling yard and round house were completely covered by the bomb strike. An extreme amount of red smoke was observed rising from the round house.,VD 1 - 144 hours,,27000,EXETER
"
1528",521,273-51,98th Bomb Wing,8/25/51,B-29,14,,,,Rashin,Marshalling yard,,FB 0777,52TFM0777,42.23786N, 130.29683E,,,492,500 GP,Visual,,,Attack on Rashin,17300 - 20000,,Excellent results. The marshalling yard and round house were completely covered by the bomb strike. An extreme amount of red smoke was observed rising from the round house.,0.01,0.01,246000,EXETER
"
1529",521,273-51,91st Strategic Recon Sq,8/25/51,,1,,,,Mission 25-P-1 accomplished photographic coverage of a railroad comminication line from Kilchu to Songjin plus bomb damage assessment photography of the city of Rashin-do. Aircraft employed K-38 and K-20 type cameras.,,,,,,,,,,,,,,Recon,20000,,Good results. ,,,,EXETER
"
1530",521,273-51,91st Strategic Recon Sq,8/25/51,,1,,,,"""Mission 25-P-2 accomplished photo coverage of BCP-18-8-3, 4, 5, 6, 8, 9, 10, 11, 12, 13, and 14; BCA-12-8-4, BCS-14-7-15, BCS-14-7-16, BCA-22-8-2, BCA-41-8-6, and BCA-21-8-3. Aircraft employed K-38 type camera.""",,,,,,,,,,,,,,Recon,14000 - 21000,,Good results. ,,,,EXETER
"
1531",521,273-51,91st Strategic Recon Sq,8/25/51,,1,,,,Mission 25-P-3 accomplished radar surveillance of Route Yoke Three of the special mission.,,,,,,,,,,,,,,Recon,8000,,Negative sighting information.,,,,EXETER
"
1532",522,274-51,98th Bomb Wing,8/26/51,B-29,1,1,,,,Jettisoned,,,,,,,,1,100 GP,,,,,,,,VD 1 - 144 hours,,100,EXETER
"
1533",522,274-51,98th Bomb Wing,8/26/51,B-29,1,1,,,,Jettisoned,,,,,,,,13,100 GP,,,,,,,,,0.01,1300,EXETER
"
1534",522,274-51,19th Bomb Group,8/26/51,B-29,1,1,,,Sinmak,Marshalling yard,,BT 5855,52SBH5855,38.41049N, 126.22838E,,,29,100 GP,Visual,,,Interdiction,18000,,Bomb pattern hit slightly to the right of the marshalling yard. 1 aircraft experienced mechanical difficulties and was diverted to secondary target.,VD 1 - 72 hours,,2900,EXETER
"
1535",522,274-51,98th Bomb Wing,8/26/51,B-29,1,1,,,,Jettisoned,,,,,,3430N,13900E,29,100 GP,,,,,,,1 aircraft aborted shortly after take-off due to number 4 engine failure. It's entire bomb load was salvoed.,VD 1 - 144 hours,,2900,EXETER
"
1536",522,274-51,19th Bomb Group,8/26/51,B-29,1,1,,,Sinmak,Marshalling yard,,BT 5855,52SBH5855,38.41049N, 126.22838E,,,115,100 GP,Visual,,,Interdiction,18000,,Bomb pattern hit slightly to the right of the marshalling yard. 1 aircraft experienced mechanical difficulties and was diverted to secondary target.,,0.01,11500,EXETER
"
1537",522,274-51,98th Bomb Wing,8/26/51,B-29,1,1,,,,Jettisoned,,,,,,3430N,13900E,115,100 GP,,,,,,,1 aircraft aborted shortly after take-off due to number 4 engine failure. It's entire bomb load was salvoed.,,0.01,11500,EXETER
"
1538",522,274-51,19th Bomb Group,8/26/51,B-29,7,1,,,Kunu-ri,Marshalling yard,,YD 4898,51SYD4898,39.69585N, 125.89233E,,,202,100 GP,Visual,,,Interdiction,18600,,Excellent results. Bomb pattern walked through the briefed MPI's causing several secondary explosion. 1 aircraft experienced mechanical difficulties and was diverted to secondary target.,VD 1 - 72 hours,,20200,EXETER
"
1539",522,274-51,98th Bomb Wing,8/26/51,B-29,9,1,,,Pyong-ni,Airfield,,YD 4965,51SYD4965,39.39859N, 125.89162E,,,256,100 GP,Visual,,,Interdiction,19700 - 20975,,Excellent results. Bomb pattern started slightly short of the aiming point and walked through the desired MPI completely obliterating the target. 1 aircraft aborted shortly after take-off due to number 4 engine failure. It's entire bomb load was salvoed. Aircraft replaced by spare B-29.,VD 1 - 144 hours,,25600,EXETER
"
1540",522,274-51,19th Bomb Group,8/26/51,B-29,8,,1,,Kunu-ri,Marshalling yard,,YD 4898,51SYD4898,39.69585N, 125.89233E,,,806,100 GP,Visual,,,Interdiction,18600,,Excellent results. Bomb pattern walked through the briefed MPI's causing several secondary explosion. 1 aircraft experienced mechanical difficulties and was diverted to secondary target.,,0.01,80600,EXETER
